GeneID,Gene,Annotation_New,KEGG_Pathway,KEGG2,KEGG1,D11,L1,L6,L11,D1,D6,2D11,2L1
CwatDRAFT_0962,,similar to Uncharacterized protein conserved in bacteria,,,,7.47,7.47,7.1,6.88,7.15,7.16,6.76,6.81
CwatDRAFT_0968,,hypothetical,,,,8.18,8.24,8.01,7.46,7.6,7.31,7.49,8.38
CwatDRAFT_0971,,Integrins alpha chain,,,,7.72,8.08,9.22,9.42,9.19,7.7,7.98,8.23
CwatDRAFT_0972,,Protein of unknown function DUF820,,,,8.17,7.87,7.31,8.38,8.81,8.22,8.21,7.71
CwatDRAFT_0977,,YD repeat,,,,8.85,6.77,7.01,8.87,8.19,8.61,8.48,6.6
CwatDRAFT_0978,,YD repeat,,,,5.72,5.32,5.53,5.91,5.64,5.92,6.01,5.38
CwatDRAFT_0979,,YD repeat,,,,4.98,4.45,4.62,4.77,4.83,4.58,4.7,4.24
CwatDRAFT_0981,,"Phosphoesterase, PA-phosphatase related",,,,9.09,10.14,9.25,8.46,7.17,7.33,8.17,10
CwatDRAFT_0983,,"Glycosyl transferase, family 39",,,,8.96,10.21,9.61,8.6,6.56,7.11,8.29,9.93
CwatDRAFT_0985,,hypothetical,,,,4.72,4.52,4.34,4.22,4.5,4.28,4.64,4.22
CwatDRAFT_0987,,"Histidine kinase A, N-terminal",,,,4.74,4.27,4.34,4.14,4.07,4.12,4.63,3.92
CwatDRAFT_0988,,"Response regulator receiver:ATP-binding region, ATPase-like",,,,5.39,4.83,4.75,4.82,5.36,4.54,5.19,4.65
CwatDRAFT_0989,,Response regulator receiver,,,,5.1,5.55,5.18,4.81,4.93,6,5.96,6.29
CwatDRAFT_0990,,"ATP-binding region, ATPase-like",,,,5.88,6.09,5.94,5.46,5.32,5.46,5.93,5.92
CwatDRAFT_0995,,G-protein beta WD-40 repeat,,,,5.23,4.87,5.1,5.47,5.54,6.22,5.48,5.34
CwatDRAFT_0998,,similar to Gas vesicle protein,,,,10.09,9.89,10.27,11.21,12.08,10.24,9.68,9.67
CwatDRAFT_0999,,hypothetical,,,,10.91,10.97,11.41,12.29,12.73,10.1,9.66,9.83
CwatDRAFT_1000,,hypothetical,,,,10.44,10.74,11.27,10.04,9.66,9.23,9.49,10.35
CwatDRAFT_1005,,hypothetical,,,,13.1,11.54,10.92,11.54,13.83,14.84,12.78,11.41
CwatDRAFT_1006,,"Acyl-CoA dehydrogenase, C-terminal:Acyl-CoA dehydrogenase, central region",,,,10.95,12.43,10.95,9.87,8.04,9.14,10.5,11.81
CwatDRAFT_1008,,hypothetical,,,,5.74,6.31,5.44,4.84,5.43,5.48,5.67,6.48
CwatDRAFT_1010,,"Oxidoreductase, N-terminal:Oxidoreductase, C-terminal",,,,12.72,11.75,11.28,11.47,10.89,11.77,12.26,11.39
CwatDRAFT_1011,,Peptidase  M28,,,,5.74,4.93,4.77,4.82,5.49,5.68,5.67,5.32
CwatDRAFT_1012,,hypothetical,,,,4.42,4.68,4.72,4.53,4.38,4.29,5.06,4.62
CwatDRAFT_1016,,Beta-lactamase-like,,,,9.27,8.38,8.31,8.04,9.29,9.05,8.5,8.21
CwatDRAFT_1020,,hypothetical,,,,11.25,13.09,12.16,11.24,10.63,9.23,11.18,13.12
CwatDRAFT_1023,,hypothetical,,,,7.93,8.1,7.54,7.61,7.34,8.38,8.65,8.7
CwatDRAFT_1024,,"Carbohydrate kinase, PfkB",,,,7.81,6.51,7.3,9.47,11.35,10.4,7.73,6.26
CwatDRAFT_1025,,Cation efflux protein,,,,5.08,4.64,5.11,6.3,7.9,7.9,5.63,4.77
CwatDRAFT_1026,,"GAF:ATP-binding region, ATPase-like:Histidine kinase A, N-terminal",,,,6.95,6.57,6.59,6.59,7.26,6.6,6.26,6.25
CwatDRAFT_1029,,Protein of unknown function UPF0011,,,,10.39,9.72,9.75,10.55,11.99,11.65,11.25,10.4
CwatDRAFT_1030,,similar to TRAP-type uncharacterized transport system periplasmic component,,,,5.79,6.29,7.74,8.35,7.42,7.91,5.99,7.73
CwatDRAFT_1031,,Dihydrouridine synthase TIM-barrel protein nifR3,,,,6.65,7.74,8.48,9.21,8.59,8,6.86,7.88
CwatDRAFT_1035,,Protein of unknown function DUF820,,,,7.22,7.79,7.75,7.46,6.62,7.4,7.46,7.99
CwatDRAFT_1036,,Protein of unknown function DUF820,,,,7.88,8,7.5,7.15,6.19,6.65,6.96,7.51
CwatDRAFT_1041,,similar to Uncharacterized protein conserved in bacteria,,,,11.43,11.46,11.75,10.92,11.17,10.82,10.95,11.02
CwatDRAFT_1042,,O-antigen polymerase,,,,8.91,8.4,7.81,6.66,5.46,7.09,8.85,8.75
CwatDRAFT_1524,,"Excisionase/Xis, DNA-binding",,,,7,6.51,7.05,6.61,8.01,8.3,7.88,6.78
CwatDRAFT_1051,,hypothetical,,,,4.9,4.4,4.36,3.99,4.03,4.21,4.79,3.98
CwatDRAFT_1055,,hypothetical,,,,11.08,11.71,11.78,11.88,11.62,11.07,11.86,12.03
CwatDRAFT_1056,,"Glycosyl transferase, family 2:TPR repeat:TPR repeat",,,,7.51,8,7.84,8.54,7.71,8.29,9.07,8.42
CwatDRAFT_1060,,PemK-like protein,,,,4.17,4.43,4.48,4.39,4.66,4.43,4.7,4.34
CwatDRAFT_1061,,hypothetical,,,,4.76,4.36,4.4,4.17,4.47,4.54,4.97,4.32
CwatDRAFT_1062,,similar to Uncharacterized protein conserved in bacteria,,,,4.02,4.17,4.1,3.95,3.96,4.26,4.49,3.99
CwatDRAFT_1064,,hypothetical,,,,7.57,6.29,6.79,8.26,9.12,8.78,7.58,6.62
CwatDRAFT_1066,,hypothetical,,,,4.5,4.31,4.4,4.45,4.71,4.31,4.81,4.42
CwatDRAFT_1067,,hypothetical,,,,4.63,4.83,4.66,4.55,4.59,4.53,5.03,4.72
CwatDRAFT_1068,,hypothetical,,,,4.23,4.47,4.45,4.4,4.43,4.72,5.08,4.71
CwatDRAFT_1069,,Helix-turn-helix motif,,,,5.03,5.04,5.27,4.98,4.91,5.41,5.43,5
CwatDRAFT_1071,,hypothetical,,,,11.05,10.91,10.39,9.85,8.8,9.46,11.1,11.01
CwatDRAFT_1072,,MscS Mechanosensitive ion channel,,,,5.63,5.62,5.6,5.77,5.55,5.31,5.8,6.02
CwatDRAFT_1073,,Protein of unknown function DUF952,,,,4.26,4.31,4.21,4.06,4,4.2,4.49,3.96
CwatDRAFT_1076,,Major facilitator superfamily,,,,9.56,10.87,11.1,10.14,7.15,7.41,7.83,9.46
CwatDRAFT_1081,,Polysaccharide biosynthesis protein,,,,7.71,7.72,7.57,7.31,6.97,7.05,8.33,7.58
CwatDRAFT_1082,,NAD-dependent epimerase/dehydratase,,,,8.75,9.97,10.11,9.45,9.48,9.39,9.08,10.02
CwatDRAFT_1084,,hypothetical,,,,5.86,8.25,9.35,8.36,7.15,7.96,7.14,8.82
CwatDRAFT_1090,,Pentapeptide repeat,,,,10.49,9.23,10,10.62,12,11.77,10.61,9.24
CwatDRAFT_1092,,hypothetical,,,,5.02,4.73,5.11,5.56,5.37,4.78,5.17,4.73
CwatDRAFT_1093,,ABC transporter,,,,13.39,13.25,14.29,14.1,14.13,14.31,14.13,13.49
CwatDRAFT_1094,,hypothetical,,,,13.6,13.16,13.98,13.7,13.57,14.35,14.64,13.84
CwatDRAFT_1097,,CutA1 divalent ion tolerance protein,,,,5.04,7.41,6.93,6.11,5.42,5.67,5.45,7.55
CwatDRAFT_1098,,hypothetical,,,,5.88,8.72,8.51,7.84,6.24,6.12,5.97,8.14
CwatDRAFT_1099,,"Glycosyl transferase, group 1",,,,6.11,7.28,6.92,6.9,6.44,6.07,6.72,7.5
CwatDRAFT_1100,,conserved hypothetical,,,,10.24,9.52,8.85,9.26,10.72,10,9.6,9.51
CwatDRAFT_1101,,hypothetical,,,,12.65,12.41,11.61,12.08,12.42,10.9,10.83,10.81
CwatDRAFT_1102,,hypothetical,,,,11.99,11.78,11.09,11.29,11.5,10.49,11.2,11.56
CwatDRAFT_1103,,conserved hypothetical,,,,11.24,10.7,10.3,10.16,10.05,10.42,11.46,11.17
CwatDRAFT_1104,,hypothetical,,,,12.03,11.86,11.36,11.13,11.08,11.08,12.37,12.27
CwatDRAFT_1106,,permease,,,,7.24,7.31,5.91,5.52,5.07,5.92,6.68,7.25
CwatDRAFT_1110,,Undecaprenyl-phosphate galactosephosphotransferase,,,,7.98,8.01,8.06,7.76,8.28,7.71,7.91,7.69
CwatDRAFT_1111,,Binding-protein-dependent transport systems inner membrane component,,,,8.81,8.88,8.81,8.4,7.95,8.38,8.6,9.1
CwatDRAFT_1113,,hypothetical,,,,10.41,9.59,8.79,9.24,9.44,9.4,9.99,9.9
CwatDRAFT_1117,,hypothetical,,,,9.71,9.86,9.49,7.41,6.39,7.85,9.51,9.85
CwatDRAFT_1118,,hypothetical,,,,8.68,8.41,8.19,7.33,7.7,8.05,8.21,8.28
CwatDRAFT_1119,,similar to Teichoic acid biosynthesis proteins,,,,5.89,5.96,5.66,5.86,7.14,6.27,5.58,5.96
CwatDRAFT_1123,,"Transposase, IS4",,,,7.69,8.04,8,8.48,8.69,9.3,8.44,8.33
CwatDRAFT_1124,,hypothetical,,,,8.45,9.09,7.42,5.72,6.13,6.14,7.61,8.7
CwatDRAFT_1125,,conserved hypothetical,,,,6.01,6.7,6.37,5.27,5.64,5.38,6.04,6.07
CwatDRAFT_1126,,Rhomboid-like protein,,,,6,6.1,5.6,5.14,4.77,5.76,6.23,6.38
CwatDRAFT_1128,,hypothetical,,,,8.5,8.4,8.23,8.27,8.93,9,8.63,8.54
CwatDRAFT_1130,,similar to Transposase,,,,6.61,7.21,8.71,7.97,7.87,9.3,6.42,8.68
CwatDRAFT_1137,,Plastid and cyanobacterial ribosomal protein PSRP-3/Ycf65,,,,10.46,9.94,8.74,9.55,10.69,10.5,10.15,9.87
CwatDRAFT_1138,,"Transposase, IS4",,,,8.2,8.46,8.43,9,9.25,9.95,8.97,8.93
CwatDRAFT_1140,,hypothetical,,,,11.71,10.81,9.95,10.21,11.64,12.2,11.49,10.87
CwatDRAFT_1143,,hypothetical,,,,10.14,8.9,9.02,9.37,9.43,11.11,10.02,9.06
CwatDRAFT_1144,,hypothetical,,,,6.12,6.06,6.13,6.99,7.69,7.54,5.81,6.63
CwatDRAFT_1147,,hypothetical,,,,5.5,5.93,6.66,5.3,5.13,5.86,5.81,7.32
CwatDRAFT_1149,,hypothetical,,,,6.07,5.15,5.12,5.34,7.11,5.84,5.72,4.81
CwatDRAFT_1150,,similar to Organic radical activating enzymes,,,,8.62,8.02,7.27,11.24,13.22,12.16,9.51,8.56
CwatDRAFT_1151,,similar to Aminopeptidase N,,,,11.02,10.87,10.81,10.68,10.33,9.86,11.04,10.92
CwatDRAFT_1153,,"Transposase, IS4",,,,8.44,8.63,8.64,9.1,9.43,10.12,8.99,9.2
CwatDRAFT_1157,,Pentapeptide repeat,,,,5.24,4.74,4.88,4.96,5.21,4.69,5.08,4.48
CwatDRAFT_1160,,hypothetical,,,,5.06,4.71,4.96,5.1,5.73,5.02,5.21,5.28
CwatDRAFT_1163,,Transcriptional regulator AbrB,,,,7.36,7.23,6.86,6.58,7.19,8.24,6.95,7.4
CwatDRAFT_1164,,hypothetical,,,,4.74,4.45,4.41,4.08,4.26,4.26,4.66,4.18
CwatDRAFT_1166,,Protein of unknown function DUF25,,,,11.67,13.16,14.04,13.59,12.67,11.23,11.12,12.19
CwatDRAFT_1168,,DegT/DnrJ/EryC1/StrS aminotransferase,,,,11.59,12.8,13.24,12.61,11.42,10.4,11.13,12.16
CwatDRAFT_1171,,TPR repeat:TPR repeat,,,,4.93,5.63,7.42,6.8,5.24,5.79,5.74,6.22
CwatDRAFT_1172,,hypothetical,,,,5.97,7.69,8.29,7.71,8.28,8.99,7.16,8.52
CwatDRAFT_1175,,hypothetical,,,,5.07,4.65,4.9,4.89,5.14,5.06,5,4.55
CwatDRAFT_1176,,Prevent-host-death protein,,,,8.12,8.95,9.65,9.21,9.54,9.93,8.75,9.77
CwatDRAFT_1177,,Protein of unknown function DUF1224,,,,4.25,4.59,4.38,4.51,4.34,4.81,4.63,4.66
CwatDRAFT_1178,,Radical SAM,,,,6.92,8.83,10.88,12.13,10.45,8.33,6.55,8.41
CwatDRAFT_1179,,Protein of unknown function DUF29,,,,4.38,4.5,5.19,6.21,4.4,4.41,4.53,4.65
CwatDRAFT_1180,,Protein of unknown function DUF820,,,,5.49,7.2,7.69,7.14,5.7,6.41,5.95,7.77
CwatDRAFT_1181,,Protein of unknown function DUF820,,,,5.84,7.39,8.2,7.6,6.18,6.58,7.64,8.57
CwatDRAFT_1182,,RNA binding S1,,,,5.37,5.72,5.88,6.25,6.47,6.7,5.47,6.68
CwatDRAFT_1183,,"Pleckstrin/ G-protein, interacting region:MscS Mechanosensitive ion channel",,,,4.89,5.13,5.25,5.52,5.2,4.9,5.02,5.17
CwatDRAFT_1184,,hypothetical,,,,4.88,5.62,4.88,4.79,4.84,4.46,4.85,5.29
CwatDRAFT_1185,,similar to FOG: HEAT repeat,,,,7.22,8.69,7.87,6.85,6.25,6.37,7.68,9.03
CwatDRAFT_1187,,similar to Uncharacterized protein conserved in bacteria,,,,10.7,11.02,11.16,11.17,11.53,9.33,10.74,10.56
CwatDRAFT_1189,,hypothetical,,,,11.47,10.26,9.87,10.09,10.92,11,10.78,9.75
CwatDRAFT_1191,,hypothetical,,,,8.78,8.71,8.52,8.44,7.98,8.41,8.87,9.41
CwatDRAFT_1193,,hypothetical,,,,4.41,4.32,4.39,4.18,4.31,4.33,4.69,4.12
CwatDRAFT_1199,,hypothetical,,,,7.52,7.75,8.53,8.76,7.33,6.47,5.81,6.56
CwatDRAFT_1200,,similar to Uncharacterized protein conserved in bacteria,,,,7.6,6.61,6.86,6.72,7.79,7.39,6.7,6.29
CwatDRAFT_1201,,GCN5-related N-acetyltransferase,,,,8.59,7.43,7.53,7.6,8.9,7.61,7.04,6.36
CwatDRAFT_1202,,hypothetical,,,,5.98,5.02,5.15,5.45,5.78,4.94,5.54,4.88
CwatDRAFT_1204,,"Glycosyl transferase, family 2",,,,13.97,14.63,13.77,13.23,13.57,13.57,14.36,14.69
CwatDRAFT_1207,,hypothetical,,,,5.51,5.63,5.85,6.19,5.97,6.62,5.29,5.47
CwatDRAFT_1211,,Hemolysin-type calcium-binding region,,,,4.68,4.47,4.64,4.32,4.4,4.3,5.03,4.2
CwatDRAFT_1212,,Protein of unknown function DUF29,,,,5.33,6.8,7.43,6.51,7.17,7.83,6.73,8.3
CwatDRAFT_6414,,"Excisionase/Xis, DNA-binding",,,,7.93,9.04,9.83,9.76,10.24,9.9,8.54,9.26
CwatDRAFT_1215,,hypothetical,,,,4.22,4.31,4.13,4.04,4.09,4.15,4.73,3.92
CwatDRAFT_1216,,similar to thioesterase,,,,4.43,4.23,4.21,4,4.49,4.07,4.78,4.29
CwatDRAFT_1217,,similar to Uncharacterized conserved protein,,,,8.42,8.05,8.26,8.94,10.27,9.3,9.16,8.12
CwatDRAFT_1220,,"Cof protein:HAD-superfamily hydrolase, subfamily IIB",,,,10.06,10.46,9.44,7.2,7.37,7.9,10.37,11.13
CwatDRAFT_1225,,hypothetical,,,,6.9,6.14,6.11,6.24,6.42,5.25,4.92,5.45
CwatDRAFT_1231,,Protein of unknown function DUF820,,,,10.11,9.71,10.08,10,10.66,11.47,11.95,10.73
CwatDRAFT_1232,,hypothetical,,,,4.71,4.73,4.86,4.88,5.49,5.79,4.84,4.78
CwatDRAFT_1233,,hypothetical,,,,9.96,10.02,10.92,13.94,13.24,11.34,9.16,8.59
CwatDRAFT_1239,,hypothetical,,,,5,5.58,5.35,4.58,4.16,5.27,5.59,5.48
CwatDRAFT_1240,,hypothetical,,,,4.71,5.01,4.98,4.6,4.58,5.63,6.12,6.05
CwatDRAFT_1241,,hypothetical,,,,5.61,6.9,6.45,6.2,7.56,7.55,7.44,7.72
CwatDRAFT_1242,,Conserved hypothetical 46,,,,5.51,5.16,5.13,5.12,5.97,5.54,5.72,5.67
CwatDRAFT_1247,,Pentapeptide repeat,,,,5.73,5.04,5,5.25,6.51,4.82,5.01,4.77
CwatDRAFT_1258,,hypothetical,,,,4.59,4.47,4.46,3.98,4.04,4.1,5.15,3.91
CwatDRAFT_1259,,hypothetical,,,,4.74,4.18,4.22,3.94,4,4.08,4.52,4.03
CwatDRAFT_1260,,hypothetical,,,,4.08,4.23,4.11,3.82,3.91,4.05,4.73,3.97
CwatDRAFT_1261,,hypothetical,,,,4.51,4.51,4.29,4.02,4.07,4.24,4.67,3.94
CwatDRAFT_1262,,hypothetical,,,,5.11,4.84,4.54,4.49,4.37,4.43,5.32,4.39
CwatDRAFT_1263,,hypothetical,,,,12.01,13.35,13.44,12.22,9.62,10.02,11.62,13.01
CwatDRAFT_1267,,ThiamineS,,,,4.42,4.84,4.4,4.25,4.28,4.55,5.01,4.78
CwatDRAFT_0313,fpg,Formamidopyrimidine-DNA glycolase,,,,9.08,9.19,8.16,7.68,7.25,6.87,7.37,8.14
CwatDRAFT_1276,,Thioredoxin-related,,,,5.55,5.51,6.21,11.63,12.66,10.57,5.42,5.7
CwatDRAFT_1277,,hypothetical,,,,5.07,4.94,4.9,8.32,9.1,6.27,4.89,5.12
CwatDRAFT_0431,,"Heat shock protein DnaJ, N-terminal",,,,5.6,4.88,5.07,4.99,5.5,5.45,5.18,5.65
CwatDRAFT_1284,,hypothetical,,,,5.64,7.83,7.5,6.77,5.92,6.43,5.51,7.95
CwatDRAFT_1285,,hypothetical,,,,5.33,7.63,7.56,6.74,5.81,6.85,6.27,8.36
CwatDRAFT_1286,,hypothetical,,,,6.21,6.12,6.77,6.18,6.37,5.67,5.98,7.27
CwatDRAFT_1287,,hypothetical,,,,6.91,6.82,7.08,6.5,6.82,5.87,5.96,7.39
CwatDRAFT_1288,,hypothetical,,,,8.07,8.1,8.51,7.85,6.81,6.61,7.59,8.11
CwatDRAFT_1289,,hypothetical,,,,6.93,6.69,6.71,6.83,6.56,5.69,6.5,6.33
CwatDRAFT_1293,,hypothetical,,,,5.52,5.75,6.86,6.7,5.76,5.2,5.48,5.11
CwatDRAFT_1295,,Rieske,,,,8.08,8.69,10.11,8.38,8.02,7.49,7.83,8.57
CwatDRAFT_1298,,Outer membrane efflux protein,,,,11.85,11.57,13.09,12.16,10.31,10.09,10.83,10.78
CwatDRAFT_1299,,Ferredoxin,,,,11.13,11.44,11.43,10.2,10.12,10.15,11.06,11.82
CwatDRAFT_1305,,hypothetical,,,,6.54,9.56,8.95,7.26,5.55,6.9,6.92,11.01
CwatDRAFT_1306,,MscS Mechanosensitive ion channel,,,,4.81,7.3,6.64,5.02,4.66,4.65,5.1,7.24
CwatDRAFT_1307,,similar to membrane protein,,,,4.35,4.49,4.31,3.96,3.98,4.07,4.84,4.14
CwatDRAFT_1309,,hypothetical,,,,4.82,4.64,4.36,4.16,4.28,4.48,5.18,4.19
CwatDRAFT_1311,,Leucine-rich repeat,,,,7.12,5.97,6.1,6.56,7.48,6.76,6.56,7.55
CwatDRAFT_1316,,permease,,,,11.59,12.26,11.91,9.35,8.29,7.3,10.01,10.84
CwatDRAFT_1317,,similar to membrane protein,,,,12.41,12.35,12.12,10.47,10.83,10.31,12.9,12.49
CwatDRAFT_1318,,hypothetical,,,,8.74,9.36,8.95,7.5,7.17,7.01,8.2,8.86
CwatDRAFT_1319,,hypothetical,,,,4.28,4.14,4.08,3.88,4.1,4.11,4.45,3.92
CwatDRAFT_1324,,Cytidyltransferase-related,,,,12.88,14.16,13.5,11.72,10.67,10.52,12.24,13.6
CwatDRAFT_1325,,"Histidinol-phosphate phosphatase:HAD-superfamily hydrolase, subfamily IIIA",,,,12.74,14.28,13.58,12.23,11.93,11.28,12.01,13.66
CwatDRAFT_1327,,hypothetical,,,,9.3,11.66,11.38,9.27,8.47,9.12,9.53,11.69
CwatDRAFT_1328,,hypothetical,,,,10.65,12.57,12.38,10.3,9.38,9.61,10.67,12.6
CwatDRAFT_1331,,Conserved hypothetical 374,,,,11.81,12.4,12.49,10.69,10.12,10.58,11.81,12.6
CwatDRAFT_1332,,hypothetical,,,,11.62,11.96,12.23,11.22,10.75,10.4,10.76,11.3
CwatDRAFT_1333,,hypothetical,,,,10.46,10.24,10.32,9.15,8.61,8.81,9.77,10.04
CwatDRAFT_1334,,hypothetical,,,,9.59,9.74,9.63,8.6,8.08,8.17,9.66,9.91
CwatDRAFT_1335,,"Glycosyl transferase, family 2",,,,13.51,14.55,13.93,12.73,12.32,12.38,13.8,14.83
CwatDRAFT_1336,,hypothetical,,,,9.54,9.28,9.05,8.7,9.67,8.99,8.78,8.62
CwatDRAFT_1337,,hypothetical,,,,7,6.67,6.57,6.6,6.94,6.66,6.93,6.43
CwatDRAFT_1338,,hypothetical,,,,10.52,9.67,10.22,10.81,10.73,10.39,9.9,9.02
CwatDRAFT_1341,,similar to Dehydrogenases (flavoproteins),,,,6.61,7.96,8.41,7.53,7.14,6.51,6.64,7.79
CwatDRAFT_1342,,"Pleckstrin/ G-protein, interacting region",,,,4.54,5.09,5.96,5.38,4.91,5.02,5.13,5.56
CwatDRAFT_1343,,similar to Uncharacterized conserved protein,,,,4.42,4.76,5.44,4.85,4.51,4.46,4.63,5.1
CwatDRAFT_1344,,"Glycosyl transferase, family 2",,,,7.95,9.21,9.73,9,7.53,7.39,7.45,8.74
CwatDRAFT_1345,,Low molecular weight phosphotyrosine protein phosphatase,,,,8.65,9.88,10.32,9.26,7.72,7.48,8.52,9.84
CwatDRAFT_1346,,hypothetical,,,,6.58,7.66,7.9,6.34,4.83,4.7,5.7,6.68
CwatDRAFT_1349,,"acetyltransferase, putative",,,,4.28,4.28,4.36,4.05,3.89,4.11,4.7,3.94
CwatDRAFT_1352,,similar to redox protein regulator of disulfide bond formation,,,,8.66,8.13,6.44,5.8,5.39,5.99,6.76,6.93
CwatDRAFT_1353,,Bile acid:sodium symporter,,,,5.45,5.34,5.2,4.47,4.47,4.62,5.39,5.86
CwatDRAFT_1366,,Aluminium resistance,,,,9.86,10.76,10.32,11.36,12.66,11.08,9.78,10.6
CwatDRAFT_1367,,Protein of unknown function DUF938,,,,7.92,8.72,8.51,9.95,11.92,9.67,7.2,7.86
CwatDRAFT_1373,,similar to 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,,,,5.29,5.53,5.39,5.07,4.72,4.57,5.39,5.24
CwatDRAFT_1375,,Calcium-binding EF-hand,,,,4.99,5.33,4.88,4.66,4.58,5.24,5.42,5.04
CwatDRAFT_1377,,Stearoyl-CoA 9-desaturase,,,,7.91,9.13,9.57,8.77,6.91,6.96,6.84,8.5
CwatDRAFT_1378,,RNA-binding region RNP-1  (RNA recognition motif),,,,13.12,13.44,12.87,12.63,13.1,13.63,12.83,13.26
CwatDRAFT_1380,,hypothetical,,,,7.7,7.14,6.37,7.15,7.81,7.44,7.42,7.05
CwatDRAFT_1382,,"Peptidase M15D, vanX D-ala-D-ala dipeptidase",,,,9.48,10.06,9.95,8.96,9.58,8.38,8.92,9.4
CwatDRAFT_1383,,Mov34/MPN/PAD-1,,,,8.19,8.06,7.5,7.22,7.12,6.87,8.1,8.2
CwatDRAFT_1384,,hypothetical,,,,6.34,6.3,5.94,5.77,6.22,5.71,5.89,6.36
CwatDRAFT_1386,,hypothetical,,,,5.7,6,6.24,6.65,6.62,7.14,5.63,5.97
CwatDRAFT_1388,,hypothetical,,,,5.77,4.67,4.91,5.08,5.88,4.46,4.95,4.78
CwatDRAFT_1389,,hypothetical,,,,5.24,4.83,5.36,5.29,5.6,4.92,4.98,4.5
CwatDRAFT_1390,,"Peptidase S1, chymotrypsin:PDZ/DHR/GLGF",,,,13.25,12.52,12.85,14.07,14.64,13.86,13.25,12.34
CwatDRAFT_1393,,hypothetical,,,,7.16,7.72,7.37,6.57,5.17,5.64,6.61,7.33
CwatDRAFT_1394,,conserved hypothetical,,,,12.21,11.78,11.37,11.92,12.29,12.41,11.25,11.45
CwatDRAFT_1395,,hypothetical,,,,7.16,6.87,6.06,5.16,4.76,5.71,7.48,7.41
CwatDRAFT_1397,,hypothetical,,,,6.5,7.27,6.75,6.25,6.4,6.58,6.44,7.55
CwatDRAFT_1398,,hypothetical,,,,6.09,7.21,6.69,6.49,5.98,6.38,5.83,7.07
CwatDRAFT_1402,,Beta-Ig-H3/fasciclin,,,,8.02,8.71,8.53,7.16,6.57,7.33,7.89,8.83
CwatDRAFT_1405,,Short-chain dehydrogenase/reductase SDR,,,,12.14,11.46,10.51,9.69,10.19,10.65,10.92,10.77
CwatDRAFT_1407,,hypothetical,,,,5.05,5.54,5.44,5.04,4.91,6.16,5.62,5.63
CwatDRAFT_1408,,hypothetical,,,,4.76,4.62,4.72,4.61,4.55,4.76,4.93,4.53
CwatDRAFT_1411,,Radical SAM:Molybdenum cofactor synthesis C,,,,8.53,8.95,8.62,8.46,8.41,8.71,9,8.71
CwatDRAFT_1412,,hypothetical,,,,7.94,8.07,7.61,7.55,7.42,8.5,8.65,8.72
CwatDRAFT_1413,,hypothetical,,,,7.12,5.36,6.1,13.22,14.56,12.3,6.99,4.99
CwatDRAFT_1416,,hypothetical,,,,4.47,4.28,4.36,4.27,4.19,4.04,4.83,3.9
CwatDRAFT_1417,,hypothetical,,,,4.25,4.25,4.4,4.31,4.31,4.16,4.44,4.02
CwatDRAFT_1421,,ABC transporter,,,,10.58,9.18,9.68,8.99,10.51,10.12,10.22,9.32
CwatDRAFT_1422,,hypothetical,,,,6.7,6.69,6.5,5.34,6.12,6.14,6.49,6.74
CwatDRAFT_1425,,hypothetical,,,,7.39,7.16,5.76,5.27,5.21,5.67,6.08,6.91
CwatDRAFT_1426,,hypothetical,,,,6.51,4.92,5.29,5.44,6.71,5.06,5.27,5.21
CwatDRAFT_1427,,Death-on-curing protein,,,,9.81,9.32,9.49,9.45,9.18,10.46,10.09,9.03
CwatDRAFT_1432,,TOPRIM,,,,9.95,9.3,9.36,9.42,9.2,10.25,10.63,9.41
CwatDRAFT_1435,,hypothetical,,,,6.63,8.96,9.11,8.33,7.17,7.96,6.56,8.88
CwatDRAFT_1436,,hypothetical,,,,8.79,9.51,9.15,9.39,9.21,8.42,8.96,9.49
CwatDRAFT_1437,,hypothetical,,,,5.93,6.44,5.77,5.96,5.14,5.89,6.16,7.14
CwatDRAFT_1438,,Polynucleotide adenylyltransferase,,,,4.65,4.34,4.44,4.2,4.24,4.17,4.48,4.13
CwatDRAFT_1439,,hypothetical,,,,12.36,11.67,11.33,11.18,11.57,11.37,12.16,11.27
CwatDRAFT_1443,,hypothetical,,,,4.72,4.6,5.07,4.7,4.51,4.45,4.86,4.85
CwatDRAFT_1444,,hypothetical,,,,4.45,4.41,4.85,4.63,4.28,4.58,5.12,4.84
CwatDRAFT_1445,,hypothetical,,,,4.72,4.45,4.55,4.47,4.47,4.18,4.61,4.68
CwatDRAFT_1446,,"Helix-turn-helix protein, CopG",,,,7.92,7.81,7.84,7.85,6.83,7.6,7.69,7.92
CwatDRAFT_1447,,"PilT protein, N-terminal",,,,8.38,8.08,7.97,7.82,6.98,7.93,8.41,8.41
CwatDRAFT_1449,,hypothetical,,,,6.46,6.84,7.15,6.98,8.97,6.1,4.96,5.82
CwatDRAFT_1450,,hypothetical,,,,6.19,6.96,7.02,6.52,7.05,7.64,6.54,7.4
CwatDRAFT_1454,,"Phospho-2-dehydro-3-deoxyheptonate aldolase, subtype 2",,,,14.27,13.75,13.44,14.41,14.78,14.7,13.9,13.99
CwatDRAFT_1456,,hypothetical,,,,5.69,6.4,5.96,6.46,5.93,6.69,6.74,7.83
CwatDRAFT_1459,,hypothetical,,,,5.38,5,5.25,5.84,6.08,4.74,4.82,4.34
